[00:00.000 --> 00:02.000]  Abonnez-vous !
[01:08:09.000 --> 01:08:13.000]  Elles doivent connaître les conditions des marchés sur lesquelles elles sont amenées à intervenir.
[01:08:13.000 --> 01:08:17.000]  Elles prennent les mesures nécessaires au respect de leur propre obligation de formation continue
[01:08:17.000 --> 01:08:22.000]  et veillent à ce que leurs collaborateurs habilités à négocier s'entremettent ou s'engagent pour leur compte
[01:08:22.000 --> 01:08:27.000]  et leur directeur d'établissement remplissent leurs obligations pendant leur formation continue.
[01:08:28.000 --> 01:08:32.000]  Elles s'obligent à refuser les missions pour lesquelles elles n'ont pas les compétences requises
[01:08:32.000 --> 01:08:35.000]  ou à recouvrir si nécessaire à toute personne extérieure qualifiée de leur choix.
[01:08:35.000 --> 01:08:39.000]  Dans ce dernier cas, elles informent leurs clients de la nature des prestations concernées
[01:08:39.000 --> 01:08:44.000]  et de l'identité de la personne extérieure à laquelle elles ont fait appel et veillent au professionnalisme de cette dernière.
[01:08:44.000 --> 01:08:47.000]  Alors là par contre on rentre dans un article très concret.
[01:08:47.000 --> 01:08:53.000]  Là c'est vraiment hyper concret et on va dire un premier article intéressant.
[01:08:53.000 --> 01:08:59.000]  Donc premièrement, les personnes mentionnées à ce premier doivent posséder une connaissance théorique pratique nécessaire à la TIFD.
[01:08:59.000 --> 01:09:07.000]  Nous devons, nous les agents immobiliers, nous les directeurs d'agence immobilière parce que c'est un statut spécifique,
[01:09:07.000 --> 01:09:17.000]  vous les négociateurs que vous soyez indépendants, que vous soyez salariés, vous devez, enfin nous devons tous veiller
[01:09:17.000 --> 01:09:24.000]  premièrement à avoir les bonnes connaissances théoriques et pratiques utiles dans l'exercice de notre activité.
[01:09:24.000 --> 01:09:33.000]  Donc en gros, nous devons nous soucier de connaître notre métier, de savoir ce que nous faisons, d'en connaître les règles.
[01:09:33.000 --> 01:09:44.000]  Concrètement, c'est l'article qui instaure l'obligation pour les agents immobiliers et leurs négociateurs de se former et de justifier de leurs connaissances.
[01:09:44.000 --> 01:09:52.000]  Avant la loi Allure, tous ceux d'entre vous, la loi Allure c'est 2014, ceux d'entre vous qui nous ont rejoint avant 2014 et vous êtes nombreux,
[01:09:52.000 --> 01:10:00.000]  savent que vous étiez formé à la Lucarne depuis toujours, depuis le premier jour de création de la Lucarne,
[01:10:00.000 --> 01:10:07.000]  nous avons formé nos directeurs d'agence, parce qu'avant nous avions des agences, nous avons formé nos directeurs d'agence,
[01:10:07.000 --> 01:10:13.000]  nous avons formé nos franchisés, nous avons formé nos salariés, nous avons formé nos négociateurs indépendants.
[01:10:13.000 --> 01:10:22.000]  Depuis toujours, et CAPI, nous sommes les deux plus anciens réseaux d'agent en intérêt indépendant, c'était pareil.
[01:10:22.000 --> 01:10:25.000]  Chez CAPI, tout le monde a toujours été formé et très bien formé depuis le premier jour.
[01:10:25.000 --> 01:10:32.000]  Pareil chez SAFTI, pareil dans les grands réseaux, c'était pas le cas chez IAD du tout, du tout, particulier IAD.
[01:10:32.000 --> 01:10:38.000]  Mais tous les réseaux d'agent en intérêt indépendant, même ceux de la première heure comme CAPI et nous, SAFTI, Optimum, etc.
[01:10:38.000 --> 01:10:46.000]  ont toujours eu à cœur de former leurs négociateurs et d'ailleurs, soyons clairs, de bien les former.
[01:10:46.000 --> 01:10:54.000]  La formation que vous suivriez chez SAFTI ou chez CAPI, vous en sortiriez en disant « j'ai appris des trucs, c'était pas pourri, c'était pas pourri du tout, du tout, du tout ».
[01:10:54.000 --> 01:11:04.000]  Mais, mais, mais, mais, mais, mais, tous ceux d'entre vous qui nous ont rejoints et qui auparavant travaillaient dans une agence immobilière traditionnelle,
[01:11:04.000 --> 01:11:18.000]  nous disaient en venant en formation à la lucarne « ah ben j'ai appris plein de choses, pourtant ça fait 15 ans que je suis dans l'immobilier, mais j'ai jamais eu le moindre jour de formation ».
[01:11:18.000 --> 01:11:26.000]  Nous, nous formons nos négociateurs depuis toujours, mais parce que nous l'avons choisi, c'était pas du tout obligatoire.
[01:11:26.000 --> 01:11:33.000]  Et dans les agences immobilières, la règle était la suivante, on accueille un nouveau, tiens, voilà un mandat, ça se remplit comme ça,
[01:11:33.000 --> 01:11:41.000]  prends un stylo, au travail, bon courage et à bientôt. Et les gens se formaient sur le temps, tout simplement.
[01:11:45.000 --> 01:11:57.000]  La loi LUR a instauré l'obligation de formation pour tous les agents immobiliers, tous les directeurs d'agence et tous les négociateurs salariés comme indépendants.
[01:11:57.000 --> 01:12:03.000]  C'est la formation que nous sommes en train de faire en ce moment même, on appelle ça la formation loi LUR.
[01:12:03.000 --> 01:12:13.000]  Nous devons, nous les directeurs de réseau, nous assurer que toute personne dans notre réseau a bien suivi ces formations.
[01:12:13.000 --> 01:12:20.000]  C'est la raison pour laquelle on organise des formations et c'est la raison pour laquelle ceux d'entre vous qui ne suivent pas nos formations
[01:12:20.000 --> 01:12:27.000]  doivent nous envoyer leur attestation de formation qu'ils ont faite dans un organisme officiel certifié.
[01:12:27.000 --> 01:12:37.000]  Et nous devons, d'ailleurs vous verrez, là début d'année 2024, on dira à tout le monde, attention ceux qui n'ont pas fait la formation avec nous, envoyez-nous votre attestation de formation.
[01:12:37.000 --> 01:12:46.000]  On doit s'assurer que vous avez bien fait la formation. Et lors du renouvellement de votre carte professionnelle, parce que les renouvellements de carte professionnelle vont se faire à l'été prochain,
[01:12:46.000 --> 01:12:54.000]  l'échéance c'est juin et juin 2024, donc ça veut dire que tous ceux d'entre vous qui n'ont pas encore de carte professionnelle, c'est le cas notamment d'Eric,
[01:12:54.000 --> 01:13:00.000]  je parle là de Eric Lemaire qui nous disait pendant la séminarité, mais moi je n'ai pas la mienne elle est où ?
[01:13:00.000 --> 01:13:12.000]  Tous ceux d'entre vous qui n'en ont pas en auront une à cette occasion-là, et ceux d'entre vous qui ont déjà une carte professionnelle, il faudra nous la rendre et nous en ferons établir une nouvelle pour vous en juillet 2024.
[01:13:13.000 --> 01:13:25.000]  Il faudra que nous mettions dans le dossier de demande de la carte professionnelle votre attestation de formation sur les trois années précédentes 2021, 2022, 2023.
[01:13:25.000 --> 01:13:31.000]  Donc nous devons nous assurer que vous êtes bien formés comme il le faut.
[01:13:32.000 --> 01:13:43.000]  Il faut également pas seulement dire, on a suivi la formation initiale c'est fini, vous devez et nous devons faire en sorte que vous soyez tenu et informé des évolutions des nouvelles lois,
[01:13:43.000 --> 01:13:51.000]  c'est pour ça qu'on fait régulièrement des visios sur le nouveau DPE, sur l'évolution de la taxe ancière, de la taxe d'habitation etc.
[01:13:51.000 --> 01:13:58.000]  sur des informations que vous devez avoir et qui ont une influence directe sur votre activité.
[01:13:59.000 --> 01:14:06.000]  Après, au-delà des connaissances théoriques, juridiques, réglementaires, les conditions de marché, qu'est-ce qu'on dit ici ?
[01:14:06.000 --> 01:14:16.000]  On dit que vous devez vous tenir informé de votre marché commercial, des prix, des évolutions de marché dans votre secteur.
[01:14:16.000 --> 01:14:27.000]  Vous devez vous tenir informé, vous devez travailler pour garantir à vos clients que même commercialement, pas seulement juridiquement, techniquement,
[01:14:27.000 --> 01:14:35.000]  même commercialement, vous savez de quoi vous parlez et quand vous lui dites que sa maison devrait se vendre à 500 ou 530 000 euros,
[01:14:35.000 --> 01:14:39.000]  c'est une information que vous ne sortez pas comme ça de votre tiroir par magie.
[01:14:39.000 --> 01:14:44.000]  Vous sortez cette information parce que vous êtes allé chercher les bonnes informations au bon endroit,
[01:14:44.000 --> 01:14:50.000]  vous avez fait un avis de valeur en vous renseignant, en allant rechercher, creuser les informations
[01:14:50.000 --> 01:14:59.000]  et vous les avez donc transmises sans les inventer.
[01:14:59.000 --> 01:15:07.000]  Vous prenez les mesures nécessaires au respect de votre propre obligation de formation continue, c'est-à-dire que là c'est nous les agents immobiliers,
[01:15:07.000 --> 01:15:17.000]  on fait attention à nous former et nous veillons à ce que nos collaborateurs, ceux qui nous représentent, soient également formés, y compris les directeurs d'établissement.
[01:15:17.000 --> 01:15:30.000]  Une catégorie particulière, c'est lorsqu'on a plusieurs agences, on a un porteur de carte, c'est-à-dire lorsque nous avions par exemple la Réseau de franchise,
[01:15:30.000 --> 01:15:39.000]  il y avait la lucar de l'immobilier SA avec le dirigeant qui était Nelly Fritz et ensuite il y avait des directeurs d'agences à Paris, à Marseille et ailleurs.
[01:15:39.000 --> 01:15:47.000]  Nelly, officiellement, juridiquement, devait s'assurer que Yves à Marseille, par exemple,
[01:15:47.000 --> 01:15:51.000]  si ça avait été après 2014, aurait fait les bonnes formations.
[01:15:51.000 --> 01:15:53.000]  Elle ne peut pas dire, non, il est directeur, il se démerde.
[01:15:53.000 --> 01:16:00.000]  Non, elle doit s'assurer que les directeurs qui la représentent eux-mêmes ont fait les bonnes formations.
[01:16:00.000 --> 01:16:10.000]  Très important ici, ça sert à un cas très concret, elles s'obligent à refuser les missions pour lesquelles elles n'ont pas les compétences requises,
[01:16:10.000 --> 01:16:18.000]  ou alors elles vont s'adresser à un prestataire extérieur en l'indiquant à leur client, en disant qui, quoi, comment.
[01:16:18.000 --> 01:16:24.000]  Quel est le cas typiquement pour lequel nous vous disons, non, nous n'avons pas les compétences requises ?
[01:16:24.000 --> 01:16:29.000]  J'ai encore eu Christine hier au téléphone à ce sujet.
[01:16:29.000 --> 01:16:33.000]  Quels sont, enfin aussi témoins, un qu'un, il y en a plusieurs.
[01:16:33.000 --> 01:16:38.000]  Eric nous dit le viager, typiquement, voici un bon exemple.
[01:16:38.000 --> 01:16:41.000]  Ce n'est pas celui que j'attendais, c'est pas celui que j'attendais.
[01:16:41.000 --> 01:16:50.000]  Vous ne parlez de la location, vous ne parlez de l'expertise immobilière, alors oui, vous avez raison pour tout ça, mais ce n'est pas celui que j'attendais, j'en voulais un autre.
[01:16:50.000 --> 01:16:55.000]  Les fonds de commerce, bravo Christelle, c'est Christelle qui a trouvé, bravo à Christelle.
[01:16:55.000 --> 01:17:00.000]  Je pensais en fonds de commerce, mais vous avez raison pour le reste. Vous avez raison pour le reste, pourquoi ?
[01:17:00.000 --> 01:17:05.000]  Je bois un petit peu, excusez-moi.
[01:17:05.000 --> 01:17:10.000]  Alors, le premier exemple que nous a donné Eric est le viager.
[01:17:10.000 --> 01:17:15.000]  Donc déjà, je suis rassuré, je sais qu'il peut taper sur son clavier malgré son bras immobilisé.
[01:17:15.000 --> 01:17:22.000]  Le viager, nous, la lucarne, on sait le faire, on sait très bien le faire.
[01:17:22.000 --> 01:17:27.000]  Le viager, déjà juridiquement, ce n'est pas compliqué.
[01:17:27.000 --> 01:17:34.000]  C'est quelque chose que nous maîtrisons juridiquement très bien, que nous maîtrisons commercialement pas mal, notamment grâce à Yves.
[01:17:34.000 --> 01:17:38.000]  Mais pas vous, on ne vous a pas encore formé à ça, on va vous former.
[01:17:38.000 --> 01:17:42.000]  Ça arrive, c'est carrément là dans les cartons qu'on est même en train d'ouvrir.
[01:17:42.000 --> 01:17:47.000]  Donc on va vous former, pour ceux d'entre vous qui sont intéressés, ceux qui s'en foutent, on ne va pas les forcer.
[01:17:48.000 --> 01:17:53.000]  Le viager, nous, la lucarne, c'est un très bon exemple, on sait parfaitement le faire.
[01:17:53.000 --> 01:17:57.000]  Juridiquement, je connais ça, mais comme ma poche.
[01:17:57.000 --> 01:18:01.000]  Mais nous ne vous avons pas encore formé, vous ne savez pas le faire.
[01:18:03.000 --> 01:18:09.000]  Les locations, pareil, nous, la lucarne, on sait très bien faire ça.
[01:18:09.000 --> 01:18:11.000]  Dans certains aspects.
[01:18:11.000 --> 01:18:15.000]  Mais il y a plein de choses que nous ne savons pas faire dedans.
[01:18:15.000 --> 01:18:21.000]  C'est la raison pour laquelle, pour les locations, vous le savez, nous allons faire ça avec un partenaire qui sera Imo Direct.
[01:18:21.000 --> 01:18:25.000]  Eux, ils vont nous assister pour toutes les choses que nous ne savons pas faire.
[01:18:25.000 --> 01:18:31.000]  Tant que nous n'avons pas terminé de mettre ça en place avec nos amis d'Imo Direct, nous ne vous permettons pas de faire de la location.
